case_id,source_dataset,case_type,l2_expected_action,l1_correct,dropped_after_l1,l2_action_correct,l2_tag_correct,l2_warn_type_correct,l2_draft_route_correct,l2_draft_required_tools_satisfied,l2_draft_forbidden_tools_avoided,l2_finalize_without_draft,l2_false_positive,l2_false_negative,l2_primary_correct,l2_joint_correct,l3_mode,l3_withdraw_called,l3_required_tools_satisfied,l3_forbidden_tools_avoided,l3_control_recovery_pass,l3_pass,l3_status,l3_desired_correct,tool_sequence_valid,latency_l1_ms,latency_l2_ms,latency_l3_ms,tokens_in,tokens_out
medqa_text::dev-00505,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,205480.0,58099.0,,5589,5877
medqa_text::dev-01005,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,195085.0,71571.0,48332.0,19382,6454
medqa_text::dev-01057,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,76624.0,35739.0,,5407,2437
medqa_text::dev-00539,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,130704.0,41570.0,,8902,3600
medqa_text::dev-00966,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,,,,0,0
medqa_text::dev-00794,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,91848.0,47086.0,,5650,3073
medqa_text::dev-01065,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,185783.0,49386.0,54696.0,19348,6046
medqa_text::dev-00931,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,42475.0,39652.0,,5295,1795
medqa_text::dev-00974,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,False,True,False,False,fail,False,True,114491.0,43902.0,34114.0,18833,4095
medqa_text::dev-00222,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,147042.0,35409.0,,5343,4062
medqa_text::dev-00732,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,584370.0,,,488,4956
medqa_text::dev-01007,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,203353.0,83629.0,72201.0,19639,7296
medqa_text::dev-00733,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,55248.0,43391.0,,5318,2165
medqa_text::dev-00601,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,74515.0,77358.0,,9154,3154
medqa_text::dev-00881,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,294444.0,84997.0,60730.0,19836,9039
medqa_text::dev-00366,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,81503.0,54791.0,63456.0,19161,3983
medqa_text::dev-01121,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,83723.0,35035.0,,5728,2548
medqa_text::dev-00158,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,206754.0,51700.0,45903.0,19028,6326
medqa_text::dev-00215,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,183253.0,69480.0,71587.0,19600,6379
medqa_text::dev-00200,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,51918.0,77738.0,65002.0,20220,3866
medqa_text::dev-00221,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,153889.0,43485.0,,5476,4284
medqa_text::dev-01028,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,264631.0,59028.0,47823.0,19833,7581
medqa_text::dev-00231,medqa_text,control,draft,True,False,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,38104.0,31074.0,,2789,1508
medqa_text::dev-00886,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,187059.0,63362.0,70085.0,19381,6441
medqa_text::dev-00320,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,109142.0,53239.0,22886.0,12164,3811
medqa_text::dev-00138,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,217590.0,68668.0,,8937,5784
medqa_text::dev-00785,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,58039.0,54398.0,38966.0,18799,2957
medqa_text::dev-00305,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,45277.0,33898.0,,5587,1730
medqa_text::dev-00983,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,False,148998.0,58807.0,,12163,4220
medqa_text::dev-00846,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,134723.0,54234.0,,8577,3898
medqa_text::dev-00119,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,55604.0,35825.0,,5285,1980
medqa_text::dev-00687,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,118241.0,51587.0,50793.0,19068,4313
medqa_text::dev-00746,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,55138.0,54728.0,,8862,2250
medqa_text::dev-00845,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,99092.0,74164.0,52254.0,23252,4156
medqa_text::dev-00256,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,70890.0,89415.0,71894.0,20309,4371
medqa_text::dev-01223,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,70097.0,54295.0,,8665,2574
medqa_text::dev-00515,medqa_text,control,draft,True,False,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,42020.0,45277.0,,2641,1890
medqa_text::dev-00381,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,309470.0,43935.0,,5573,7414
medqa_text::dev-01165,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,270201.0,57743.0,17954.0,11799,7012
medqa_text::dev-00547,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,70161.0,79835.0,30644.0,11852,3456
medqa_text::dev-00269,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,62877.0,56586.0,140169.0,19130,5311
medqa_text::dev-00849,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,False,fail,False,True,171039.0,63918.0,17522.0,12222,5082
medqa_text::dev-00892,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,114571.0,50126.0,,5733,3287
medqa_text::dev-00286,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,309447.0,76233.0,,8627,8213
medqa_text::dev-00672,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,136028.0,101177.0,65506.0,18738,5516
medqa_text::dev-00555,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,69196.0,44291.0,,8936,2138
medqa_text::dev-01049,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,692897.0,,,402,7640
medqa_text::dev-00060,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,57899.0,56731.0,,5547,2178
medqa_text::dev-00651,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,211560.0,70975.0,37868.0,23829,6523
medqa_text::dev-00067,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,False,fail,False,True,123763.0,76375.0,22652.0,11986,4374
medqa_text::dev-00442,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,False,75501.0,66078.0,,12995,2804
medqa_text::dev-00666,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,,,,0,0
medqa_text::dev-00754,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,56730.0,33091.0,,5631,1738
medqa_text::dev-00834,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,689521.0,79923.0,74721.0,24903,10611
medqa_text::dev-00861,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,322994.0,,,343,7259
medqa_text::dev-00013,medqa_text,control,draft,True,False,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,69024.0,59974.0,,5456,2588
medqa_text::dev-00446,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,134429.0,77020.0,,8593,4345
medqa_text::dev-00362,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,155491.0,42025.0,,5359,4383
medqa_text::dev-00991,medqa_text,control,draft,True,False,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,106356.0,30644.0,,2700,3139
medqa_text::dev-00169,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,48850.0,51071.0,60607.0,19411,2868
medqa_text::dev-00360,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,43549.0,39738.0,,5384,1727
medqa_text::dev-00074,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,31770.0,49910.0,,8696,1599
medqa_text::dev-00228,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,57304.0,35080.0,,5551,2097
medqa_text::dev-00537,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,30811.0,99538.0,,12711,2192
medqa_text::dev-00933,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,276810.0,45398.0,,5406,7225
medqa_text::dev-01048,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,34208.0,71800.0,63795.0,19273,2983
medqa_text::dev-01129,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,125990.0,71353.0,86727.0,20534,6205
medqa_text::dev-00848,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,35859.0,45983.0,58541.0,18674,2379
medqa_text::dev-00400,medqa_text,control,draft,True,False,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,123549.0,187328.0,,2981,6959
medqa_text::dev-00921,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,328112.0,50250.0,47554.0,19505,9182
medqa_text::dev-00773,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,319011.0,52829.0,,8520,8130
medqa_text::dev-00809,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,66831.0,45792.0,42374.0,18894,3101
medqa_text::dev-00208,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,108552.0,52661.0,,8873,3389
medqa_text::dev-00126,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,144421.0,40347.0,,5362,4126
medqa_text::dev-00398,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,41109.0,30559.0,,5434,1547
medqa_text::dev-00404,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,248181.0,54777.0,,5694,6692
medqa_text::dev-00120,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,False,fail,False,True,104273.0,53304.0,83177.0,22188,5108
medqa_text::dev-00203,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,148078.0,45110.0,43434.0,19613,5035
medqa_text::dev-00681,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,65365.0,63221.0,60350.0,19442,3937
medqa_text::dev-01117,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,52709.0,39374.0,,9033,1955
medqa_text::dev-01075,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,243558.0,,,318,5521
medqa_text::dev-01224,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,659887.0,27344.0,,5374,7683
medqa_text::dev-01116,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,119151.0,68758.0,29278.0,12390,4622
medqa_text::dev-01052,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,176017.0,72191.0,,8753,5364
medqa_text::dev-00685,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,228060.0,41015.0,,5677,5915
medqa_text::dev-00301,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,63574.0,56948.0,,9035,2638
medqa_text::dev-00874,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,146661.0,51950.0,45202.0,19997,5169
medqa_text::dev-01095,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,159540.0,64004.0,44472.0,19786,5614
medqa_text::dev-00293,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,125608.0,36973.0,63308.0,19040,4752
medqa_text::dev-00714,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,187124.0,49379.0,24763.0,11750,5656
medqa_text::dev-01237,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,97991.0,42762.0,,5934,3163
medqa_text::dev-00781,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,50145.0,56848.0,50253.0,19389,3222
medqa_text::dev-00110,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,156458.0,47320.0,,5567,4425
medqa_text::dev-00567,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,48135.0,44153.0,,8594,1881
medqa_text::dev-01012,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,146737.0,49986.0,,5629,4270
medqa_text::dev-01256,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,47937.0,151070.0,,8708,4221
medqa_text::dev-00760,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,88649.0,54920.0,,8732,2896
medqa_text::dev-00065,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,106150.0,67121.0,50461.0,24909,4542
medqa_text::dev-00008,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,69632.0,58132.0,,8632,2597
medqa_text::dev-00271,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,260243.0,49005.0,,5755,7022
medqa_text::dev-00396,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,167940.0,65902.0,39951.0,19109,5744
medqa_text::dev-01213,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,50122.0,61422.0,67053.0,19514,3638
medqa_text::dev-00281,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,66703.0,55599.0,,5689,2405
medqa_text::dev-00987,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,560977.0,23287.0,,5551,6287
medqa_text::dev-00175,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,False,fail,False,True,225634.0,57377.0,25381.0,12186,6775
medqa_text::dev-00985,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,583906.0,69392.0,,5559,8936
medqa_text::dev-00344,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,49817.0,48272.0,,5538,1999
medqa_text::dev-00385,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,602295.0,,,396,7453
medqa_text::dev-00432,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,51694.0,44205.0,,5495,1978
medqa_text::dev-00152,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,48860.0,37063.0,,5257,1717
medqa_text::dev-00009,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,88205.0,28567.0,,5189,2591
medqa_text::dev-00646,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,False,True,False,False,fail,False,True,535433.0,33226.0,37164.0,19829,7524
medqa_text::dev-00969,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,303821.0,45154.0,,8770,7720
medqa_text::dev-00568,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,570057.0,36120.0,33852.0,18994,8599
medqa_text::dev-00233,medqa_text,control,draft,True,False,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,68322.0,35907.0,,5573,2297
medqa_text::dev-00167,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,228725.0,92173.0,64714.0,22991,8570
medqa_text::dev-00502,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,180682.0,45144.0,,5574,5166
medqa_text::dev-00697,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,313044.0,62685.0,,9367,8584
medqa_text::dev-00919,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,77953.0,78856.0,,5598,3731
medqa_text::dev-00317,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,82057.0,50195.0,,6021,3178
medqa_text::dev-00656,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,124161.0,69348.0,56845.0,23813,5034
medqa_text::dev-00731,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,179872.0,62894.0,,8908,5424
medqa_text::dev-01100,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,51353.0,76467.0,,8306,3086
medqa_text::dev-00880,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,140512.0,58757.0,45403.0,19863,5418
medqa_text::dev-01069,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,151297.0,50686.0,53817.0,19451,5720
medqa_text::dev-00473,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,42792.0,30727.0,,5507,1768
medqa_text::dev-00090,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,254957.0,41550.0,,8230,6756
medqa_text::dev-00529,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,72932.0,40297.0,,5524,2727
medqa_text::dev-01143,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,78669.0,53274.0,30890.0,18668,3392
medqa_text::dev-00981,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,62116.0,38405.0,,5555,2257
medqa_text::dev-00051,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,48040.0,68755.0,,5614,2599
medqa_text::dev-00583,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,47783.0,28279.0,,5135,1746
medqa_text::dev-00023,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,70296.0,71108.0,66812.0,18477,4350
medqa_text::dev-00614,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,226193.0,49238.0,41953.0,19063,7147
medqa_text::dev-01225,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,20729.0,58386.0,,8758,1554
medqa_text::dev-00101,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,103989.0,32105.0,,5366,2901
medqa_text::dev-01150,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,45576.0,54344.0,59852.0,20284,3200
medqa_text::dev-00426,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,269790.0,32535.0,11844.0,11750,7551
medqa_text::dev-00766,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,73343.0,58859.0,20676.0,11803,3189
medqa_text::dev-00579,medqa_text,intervention,warn,True,False,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,130695.0,68770.0,,8449,4316
medqa_text::dev-00765,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,68493.0,63234.0,19827.0,11810,3032
medqa_text::dev-00548,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,False,fail,False,True,87088.0,35609.0,15821.0,11855,2768
medqa_text::dev-00948,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,120042.0,60068.0,30611.0,18414,4492
medqa_text::dev-00859,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,224672.0,26736.0,,5351,6095
medqa_text::dev-00566,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,74603.0,115105.0,,5755,4365
medqa_text::dev-00399,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,101743.0,34685.0,56127.0,23428,4141
medqa_text::dev-00155,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,150661.0,63261.0,35977.0,27519,6062
medqa_text::dev-00553,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,none,,,,,,not_triggered_expected,True,False,124658.0,50496.0,,9114,4000
medqa_text::dev-00026,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,329328.0,,,405,9626
