case_id,source_dataset,case_type,l2_expected_action,l1_correct,dropped_after_l1,l2_action_correct,l2_tag_correct,l2_warn_type_correct,l2_draft_route_correct,l2_draft_required_tools_satisfied,l2_draft_forbidden_tools_avoided,l2_finalize_without_draft,l2_false_positive,l2_false_negative,l2_primary_correct,l2_joint_correct,l3_mode,l3_withdraw_called,l3_required_tools_satisfied,l3_forbidden_tools_avoided,l3_control_recovery_pass,l3_pass,l3_status,l3_desired_correct,tool_sequence_valid,latency_l1_ms,latency_l2_ms,latency_l3_ms,tokens_in,tokens_out
medqa_text::dev-00539,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2413,92437.0,,16049,621
medqa_text::dev-00966,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2216,131471.0,,15898,743
medqa_text::dev-00794,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2439,138630.0,59754.0,35477,1052
medqa_text::dev-01065,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2282,63293.0,59439.0,18659,1267
medqa_text::dev-00931,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2075,124803.0,43259.0,28103,1010
medqa_text::dev-00974,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2143,63051.0,50309.0,18857,862
medqa_text::dev-00222,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2290,,,324,5
medqa_text::dev-00732,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2763,149071.0,,20137,795
medqa_text::dev-01007,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2289,63350.0,53129.0,18832,1065
medqa_text::dev-00733,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2282,63642.0,,8347,445
medqa_text::dev-00601,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,1999,90084.0,47118.0,29168,1156
medqa_text::dev-00881,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2270,42309.0,47596.0,19081,909
medqa_text::dev-00366,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2459,76417.0,43350.0,23346,917
medqa_text::dev-01121,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,2300,43218.0,,5947,1073
medqa_text::dev-00158,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2520,56284.0,,8418,646
medqa_text::dev-00215,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2226,57381.0,78992.0,23174,918
medqa_text::dev-00200,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3093,56201.0,5491.0,12174,805
medqa_text::dev-00221,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2237,63325.0,75323.0,23309,891
medqa_text::dev-01028,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2188,,,350,5
medqa_text::dev-00231,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,2158,40445.0,,5554,733
medqa_text::dev-00886,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2839,121546.0,50613.0,28415,1118
medqa_text::dev-00320,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2166,106126.0,55165.0,23973,1283
medqa_text::dev-00138,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,1877,105876.0,,16146,809
medqa_text::dev-00785,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2349,68268.0,75989.0,18194,795
medqa_text::dev-00305,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2317,67728.0,72730.0,18728,988
medqa_text::dev-00983,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2915,149115.0,55198.0,34048,1100
medqa_text::dev-00846,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,14098,121156.0,,19816,766
medqa_text::dev-00119,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,11086,25417.0,,5302,664
medqa_text::dev-00687,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2128,55320.0,52745.0,18326,850
medqa_text::dev-00746,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2524,93432.0,27467.0,28599,984
medqa_text::dev-00845,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,False,True,False,False,fail,False,True,2403,77079.0,17434.0,19482,1056
medqa_text::dev-00256,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2391,64412.0,45499.0,24004,1067
medqa_text::dev-01223,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2610,60205.0,28079.0,18438,919
medqa_text::dev-00515,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2057,89656.0,49544.0,23134,960
medqa_text::dev-00381,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2507,36820.0,47858.0,19007,1080
medqa_text::dev-01165,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,6478,85967.0,55791.0,28142,896
medqa_text::dev-00547,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,False,True,False,False,fail,False,True,3282,62935.0,25743.0,19046,1038
medqa_text::dev-00269,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2076,50599.0,45783.0,18340,839
medqa_text::dev-00849,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,1694,49577.0,47163.0,19428,1114
medqa_text::dev-00892,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,12800,117231.0,49189.0,34202,1060
medqa_text::dev-00286,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2081,67709.0,55061.0,18507,797
medqa_text::dev-00672,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,3845,55347.0,,8229,433
medqa_text::dev-00555,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,3143,117445.0,,20287,559
medqa_text::dev-01049,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2204,53173.0,58474.0,18480,849
medqa_text::dev-00060,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2804,109450.0,5931.0,24093,751
medqa_text::dev-00651,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2758,,,426,5
medqa_text::dev-00067,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2556,,,389,5
medqa_text::dev-00442,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,3128,54631.0,38223.0,19485,1018
medqa_text::dev-00666,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,4030,,,294,5
medqa_text::dev-00754,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2265,45305.0,39427.0,18829,1136
medqa_text::dev-00834,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2101,,,385,5
medqa_text::dev-00861,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2451,,,320,5
medqa_text::dev-00013,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2531,134758.0,7330.0,23735,731
medqa_text::dev-00446,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2398,55969.0,,8293,454
medqa_text::dev-00362,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2436,37991.0,,8297,425
medqa_text::dev-00991,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,2361,51338.0,,8477,1017
medqa_text::dev-00169,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2606,30039.0,49823.0,18649,812
medqa_text::dev-00360,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2690,73283.0,48812.0,23308,886
medqa_text::dev-00074,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2306,81470.0,,15925,541
medqa_text::dev-00228,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2451,70625.0,,12206,586
medqa_text::dev-00537,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2556,60863.0,,8625,688
medqa_text::dev-00933,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2204,108863.0,49610.0,28693,1214
medqa_text::dev-01048,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2022,47570.0,59542.0,18413,879
medqa_text::dev-01129,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2253,132473.0,41788.0,35285,1400
medqa_text::dev-00848,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2367,49952.0,40202.0,18170,747
medqa_text::dev-00400,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2768,,,392,5
medqa_text::dev-00921,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2106,48694.0,51098.0,18940,949
medqa_text::dev-00773,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2133,46584.0,50577.0,19033,880
medqa_text::dev-00809,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,1800,46205.0,44915.0,18222,758
medqa_text::dev-00208,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2225,111560.0,52900.0,28889,1446
medqa_text::dev-00126,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2460,41031.0,,8360,342
medqa_text::dev-00398,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,1979,37499.0,,5411,775
medqa_text::dev-00404,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2377,102231.0,45250.0,29055,1300
medqa_text::dev-00120,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,False,fail,False,True,2174,49164.0,54061.0,18744,980
medqa_text::dev-00203,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2188,35492.0,65209.0,18894,825
medqa_text::dev-00681,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,3457,37078.0,,5414,813
medqa_text::dev-01117,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,3162,45781.0,,8787,538
medqa_text::dev-01075,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2493,,,306,5
medqa_text::dev-01224,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2293,,,334,5
medqa_text::dev-01116,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2239,117920.0,60224.0,34819,1202
medqa_text::dev-01052,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2268,91230.0,8869.0,19664,780
medqa_text::dev-00685,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2530,54468.0,7502.0,11786,552
medqa_text::dev-00301,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2215,62612.0,57384.0,19116,878
medqa_text::dev-00874,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2192,55716.0,50344.0,19223,916
medqa_text::dev-01095,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3533,107376.0,45391.0,28417,945
medqa_text::dev-00293,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,1945,56749.0,61173.0,18696,1057
medqa_text::dev-00714,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2538,,,266,5
medqa_text::dev-01237,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2155,94835.0,49780.0,28862,956
medqa_text::dev-00781,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2258,68138.0,48255.0,23345,935
medqa_text::dev-00110,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2507,,,420,5
medqa_text::dev-00567,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2186,57390.0,40277.0,18424,933
medqa_text::dev-01012,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2547,,,314,5
medqa_text::dev-01256,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2525,122229.0,41257.0,33665,1246
medqa_text::dev-00760,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2164,61904.0,,11954,462
medqa_text::dev-00065,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2677,133230.0,11445.0,24807,975
medqa_text::dev-00008,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2709,57586.0,,8375,712
medqa_text::dev-00271,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2222,,,370,5
medqa_text::dev-00396,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2307,113849.0,37683.0,33703,1194
medqa_text::dev-01213,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2234,56146.0,49616.0,18882,943
medqa_text::dev-00281,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2219,66379.0,47018.0,23699,1122
medqa_text::dev-00987,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2324,55882.0,12941.0,11793,701
medqa_text::dev-00175,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2409,71758.0,38359.0,19129,1022
medqa_text::dev-00985,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2356,50151.0,40298.0,18995,787
medqa_text::dev-00344,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2203,41564.0,35985.0,18472,856
medqa_text::dev-00385,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2208,,,374,5
medqa_text::dev-00432,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,2086,28033.0,34380.0,18426,956
medqa_text::dev-00152,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2397,38929.0,39347.0,18141,800
medqa_text::dev-00009,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2212,85746.0,41254.0,27635,1088
medqa_text::dev-00646,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2363,44692.0,42068.0,19579,1014
medqa_text::dev-00969,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2604,67025.0,,12009,606
medqa_text::dev-00568,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2628,40061.0,61542.0,18700,977
medqa_text::dev-00233,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2622,67143.0,35083.0,23114,1015
medqa_text::dev-00167,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2028,41742.0,33009.0,18113,809
medqa_text::dev-00502,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2260,40219.0,32932.0,18748,817
medqa_text::dev-00697,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2311,44759.0,39730.0,19872,889
medqa_text::dev-00919,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2407,55741.0,,8333,689
medqa_text::dev-00317,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,2974,41796.0,,5773,895
medqa_text::dev-00656,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2235,31094.0,46091.0,18844,953
medqa_text::dev-00731,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2931,,,307,5
medqa_text::dev-01100,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2611,,,341,5
medqa_text::dev-00880,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2397,,,280,5
medqa_text::dev-01069,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2726,66024.0,39676.0,28401,1296
medqa_text::dev-00473,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3035,65964.0,37978.0,28421,1063
medqa_text::dev-00090,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,3002,,,363,5
medqa_text::dev-00529,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2059,41233.0,,8528,638
medqa_text::dev-01143,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,2215,64181.0,40958.0,27900,1316
medqa_text::dev-00981,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2404,33159.0,,8675,389
medqa_text::dev-00051,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2453,,,230,5
medqa_text::dev-00583,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2457,82139.0,40946.0,33874,970
medqa_text::dev-00023,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3282,34686.0,39441.0,18512,888
medqa_text::dev-00614,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2394,29462.0,38540.0,18410,817
medqa_text::dev-01225,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2341,45691.0,35989.0,23057,865
medqa_text::dev-00101,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2201,44866.0,25645.0,14555,652
medqa_text::dev-01150,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2252,57110.0,54657.0,19456,1242
medqa_text::dev-00426,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2355,,,313,5
medqa_text::dev-00766,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2264,81647.0,8531.0,15308,573
medqa_text::dev-00579,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2301,142396.0,40257.0,34301,987
medqa_text::dev-00765,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2052,113075.0,51361.0,28498,1107
medqa_text::dev-00548,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2293,,,234,5
medqa_text::dev-00948,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,2035,99594.0,39191.0,27491,1040
medqa_text::dev-00859,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2096,61906.0,44006.0,18868,1130
medqa_text::dev-00566,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2647,52558.0,55329.0,19031,974
medqa_text::dev-00399,medqa_text,control,draft,True,False,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2379,139666.0,,20438,364
medqa_text::dev-00155,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2442,78676.0,34972.0,28007,905
medqa_text::dev-00553,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,2280,82229.0,29631.0,29079,1338
medqa_text::dev-00026,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2291,,,358,5
